Salgadinho,2513000,10,94715184
Salgadinho,2612109,9,541573471
Salete,4215307,21,61013486
Salesópolis,3545001,12,22889652
Sales Oliveira,3544905,98,37590676
Sales,3544806,2,8913037
Saldanha Marinho,4316436,57,38377338
Sairé,2612000,85,43177564
Sagres,3544707,45,35410236
Sagrada Família,4316428,89,83699016
Sacramento,3156908,6,99922045
Saboeiro,2311900,48,32499469
Sabinópolis,3156809,1,833313852
Sabino,3544608,78,41700637
Sabáudia,4122701,25,51354778
Sabará,3156700,39,16092802
Ruy Barbosa,2411106,59,32286025
Ruy Barbosa,2927200,27,2260679
Russas,2311801,49,64427469
Rurópolis,1506195,21,33262184
Rubinéia,3544509,11,85218406
Rubim,3156601,51,89982182
Rubiataba,5218904,48,91178642
Rubiácea,3544400,24,19736474
Rubelita,3156502,5,842467175
Roteiro,2707800,58,98895397
Roseira,3544301,28,42575121
Rosário Oeste,5107701,37,2187722
Rosário do Sul,4316402,38,984833
Rosário do Ivaí,4122651,84,2961949
Rosário do Catete,2806107,53,72496724
Rosário da Limeira,3156452,33,81238875
Rosário,2109601,93,10857143
Rosana,3544251,90,80016943
Rorainópolis,1400472,27,45051722
Roque Gonzales,4316303,52,21572977
Rondonópolis,5107602,44,92453627
Rondon do Pará,1506187,71,73504485
Rondon,4122602,36,40909032
Rondolândia,5107578,71,63109279
Rondinha,4316204,15,68427353
Ronda Alta,4316105,68,64533231
Roncador,4122503,46,23655276
Romelândia,4215208,77,17876719
Romaria,3156403,36,26455371
Rolim de Moura,1100288,21,76389105
Rolante,4316006,57,84777277
Rolândia,4122404,46,42259865
Rolador,4315958,56,90957968
Rodrigues Alves,1200427,15,2909362
Rodolfo Fernandes,2411007,59,42340071
Rodelas,2927101,23,61287219
Rodeiro,3156304,40,90988906
Rodeio Bonito,4315909,69,37298879
Rodeio,4215109,86,54864173
Rochedo de Minas,3156205,97,7276417
Rochedo,5007505,7,523578457
Roca Sales,4315800,60,95432362
Riversul,3543501,37,50439901
Ritápolis,3156106,49,38196552
Riqueza,4215075,81,46570689
Riozinho,4315750,57,57144143
Riolândia,3544202,32,7814429
Rio Vermelho,3156007,38,69664102
Rio Verde de Mato Grosso,5007406,59,94226935
Rio Verde,5218805,71,89176711
Rio Tinto,2512903,5,563716647
Rio Sono,1718758,77,14978232
Rio Rufino,4215059,56,21856061
Rio Real,2927002,39,93872158
Rio Quente,5218789,9,243740393
Rio Preto da Eva,1303569,76,53694609
Rio Preto,3155900,75,1645207
Rio Pomba,3155801,41,77263765
Rio Piracicaba,3155702,50,1595108
Rio Pardo de Minas,3155603,4,461302377
Rio Pardo,4315701,45,46884143
Rio Paranaíba,3155504,5,186022291
Rio Novo do Sul,3204401,38,91076783
Rio Novo,3155405,13,51117889
Rio Negro,4122305,17,36448307
Rio Negro,5007307,21,9791448
Rio Negrinho,4215000,41,3677728
Rio Maria,1506161,66,90497007
Rio Manso,3155306,62,49128389
Rio Largo,2707701,32,75804219
Rio Grande do Piauí,2209005,85,55424114
Rio Grande da Serra,3544103,10,28510658
Rio Grande,4315602,50,73497545
Rio Fortuna,4214904,18,62591528
Rio Formoso,2611903,32,38681909
Rio Espera,3155207,31,28709746
Rio dos Índios,4315552,94,58103123
Rio dos Cedros,4214706,49,33313124
Rio dos Bois,1718709,83,63695299
Rio Doce,3155009,45,6935725
Rio do Sul,4214805,49,1667501
Rio do Prado,3155108,72,10916987
Rio do Pires,2926905,6,145883241
Rio do Oeste,4214607,43,4752465
Rio do Fogo,2408953,95,478852
Rio do Campo,4214508,3,791702759
Rio do Antônio,2926806,87,30029385
Rio de Janeiro,3304557,85,5725109
Rio de Contas,2926707,1,15826533
Rio das Pedras,3544004,53,31548266
Rio das Ostras,3304524,99,71222232
Rio das Flores,3304508,63,15143836
Rio das Antas,4214409,53,39479177
Rio da Conceição,1718659,15,86808516
Rio Crespo,1100262,1,366374001
Rio Claro,3304409,99,6381563
Rio Claro,3543907,46,78592314
Rio Casca,3154903,16,14833632
Rio Brilhante,5007208,29,2077727
Rio Branco do Sul,4122206,5,524318993
Rio Branco do Ivaí,4122172,93,9316927
Rio Branco,1200401,32,27874222
Rio Branco,5107206,18,8386063
Rio Bonito do Iguaçu,4122156,29,82354273
Rio Bonito,3304300,85,12727636
Rio Bom,4122107,2,380328153
Rio Bananal,3204351,68,5724356
Rio Azul,4122008,59,12562079
Rio Acima,3154804,94,51213445
Rinópolis,3543808,71,45789877
Rincão,3543709,48,51041761
Rifaina,3543600,2,165445915
Ribeirópolis,2806008,4,756560633
Ribeiro Gonçalves,2208908,33,56663202
Ribeirãozinho,5107198,76,8341875
Ribeirão Vermelho,3154705,78,45409659
Ribeirão Preto,3543402,11,42758409
Ribeirão Pires,3543303,95,80339838
Ribeirão Grande,3543253,83,33244851
Ribeirão dos Índios,3543238,3,81907204
Ribeirão do Sul,3543204,47,487367
Ribeirão do Pinhal,4121901,49,1816805
Ribeirão do Largo,2926657,82,97042493
Ribeirão das Neves,3154606,92,64878974
Ribeirão Corrente,3543105,18,64262847
Ribeirão Claro,4121802,54,38517611
Ribeirão Cascalheira,5107180,25,19510593
Ribeirão Branco,3543006,78,60986023
Ribeirão Bonito,3542909,53,17723431
Ribeirão,2611804,65,62288952
Ribeira do Pombal,2926608,26,98211445
Ribeira do Piauí,2208874,17,97060302
Ribeira do Amparo,2926509,17,934886
Ribeira,3542800,0,180091473
Ribas do Rio Pardo,5007109,23,43053079
Ribamar Fiquene,2109551,71,92443912
Rianápolis,5218706,61,5396353
Rialma,5218607,14,50565838
Riachuelo,2410900,67,8914302
Riachuelo,2805901,19,56618708
Riacho Frio,2208858,26,34425894
Riacho dos Machados,3154507,20,48921472
Riacho dos Cavalos,2512804,78,7070795
Riacho de Santo Antônio,2512788,26,30265018
Riacho de Santana,2410801,9,240686249
Riacho de Santana,2926400,59,25878863
Riacho das Almas,2611705,11,18267224
Riacho da Cruz,2410702,3,800866309
Riachinho,1718550,6,30555349
Riachinho,3154457,72,51279988
Riachão do Poço,2512762,9,930525479
Riachão do Jacuípe,2926301,1,46307163
Riachão do Dantas,2805802,88,40872851
Riachão do Bacamarte,2512754,19,9751612
Riachão das Neves,2926202,5,247732037
Riachão,2109502,98,28508483
Riachão,2512747,15,39508245
Retirolândia,2926103,35,35301836
Restinga Seca,4315503,3,51214046
Restinga,3542701,67,32854723
Ressaquinha,3154408,20,50784103
Resplendor,3154309,10,85470367
Reserva do Iguaçu,4121752,51,71796118
Reserva do Cabaçal,5107156,98,65256885
Reserva,4121703,96,33767943
Resende Costa,3154200,91,67244987
Resende,3304201,16,43386283
Reriutaba,2311702,66,2496426
Renascença,4121604,60,98193063
Remígio,2512705,7,41879558
Remanso,2926004,15,23207456
Relvado,4315453,72,26387202
Registro,3542602,22,17224849
Reginópolis,3542503,99,20897116
Regente Feijó,3542404,36,91624537
Regeneração,2208809,25,72096298
Reduto,3154150,4,90087432
Redentora,4315404,52,32167498
Redenção do Gurguéia,2208700,28,38248672
Redenção da Serra,3542305,41,93390329
Redenção,1506138,22,66246804
Redenção,2311603,80,11559005
Recursolândia,1718501,27,66808477
Recreio,3154101,15,86799366
Recife,2611606,51,3259531
Rebouças,4121505,8,68042356
Realeza,4121406,16,49046332
Raul Soares,3154002,20,80825837
Raposos,3153905,77,81421154
Raposa,2109452,87,31535734
Rancho Queimado,4214300,77,26087418
Rancho Alegre D'Oeste,4121356,60,45681169
Rancho Alegre,4121307,74,76255123
Rancharia,3542206,9,175227288
Ramilândia,4121257,47,14141565
Rafard,3542107,95,10876922
Rafael Jambeiro,2925956,8,110984459
Rafael Godeiro,2410603,23,87663996
Rafael Fernandes,2410504,79,10241454
Quixeré,2311504,38,98000565
Quixeramobim,2311405,17,45810368
Quixelô,2311355,54,62223223
Quixadá,2311306,3,73330232
Quixabeira,2925931,94,97385518
Quixabá,2512606,70,9702297
Quixaba,2611533,69,26427596
Quiterianópolis,2311264,8,390601559
Quitandinha,4121208,49,94705263
Quissamã,3304151,41,96801531
Quirinópolis,5218508,16,42512849
Quipapá,2611507,64,16523944
Quinze de Novembro,4315354,1,796279218
Quintana,3542008,88,31136279
Quinta do Sol,4121109,24,923704
Quilombo,4214201,30,72542843
Quijingue,2925907,28,4783645
Quevedos,4315321,87,54156121
Querência do Norte,4121000,13,45661721
Querência,5107065,61,7479324
Queluzito,3153806,84,397731
Queluz,3541901,44,62748342
Queiroz,3541802,67,92251876
Queimados,3304144,30,69009954
Queimadas,2512507,85,71337842
Queimadas,2925808,22,36315582
Queimada Nova,2208650,51,93484167
Quedas do Iguaçu,4120903,99,89060745
Quebrangulo,2707602,5,442294826
Quatro Pontes,4120853,97,89676158
Quatro Irmãos,4315313,76,78723496
Quatro Barras,4120804,37,47874802
Quatis,3304128,98,45733992
Quatipuru,1506112,69,98042318
Quatiguá,4120705,56,61930891
Quatá,3541703,5,16809418
Quarto Centenário,4120655,26,84866142
Quartel Geral,3153707,88,39487377
Quaraí,4315305,50,521951
Quadra,3541653,66,43414756
Puxinanã,2512408,7,742593886
Putinga,4315206,38,13067068
Pureza,2410405,84,2972579
Pugmil,1718451,2,763282494
Prudentópolis,4120606,87,27910927
Prudente de Morais,3153608,68,78966354
Protásio Alves,4315172,8,260547497
Propriá,2805703,20,6833715
Promissão,3541604,93,22563059
Progresso,4315156,8,447273836
Professor Jamil,5218391,32,8979996
Princesa Isabel,2512309,93,42420826
Princesa,4214151,20,53403201
Primeiro de Maio,4120507,59,57392453
Primeira Cruz,2109403,11,26174009
Primavera do Leste,5107040,43,14333897
Primavera de Rondônia,1101476,29,91190328
Primavera,1506104,24,40692023
Primavera,2611408,99,72416237
Presidente Venceslau,3541505,68,88834165
Presidente Vargas,2109304,14,20015709
Presidente Tancredo Neves,2925758,52,26767687
Presidente Sarney,2109270,87,9861949
Presidente Prudente,3541406,90,84231311
Presidente Olegário,3153400,42,74939197
Presidente Nereu,4214102,63,29063305
Presidente Médici,1100254,88,70733636
Presidente Médici,2109239,83,3043851
Presidente Lucena,4315149,75,23544212
Presidente Kubitschek,3153301,19,47385134
Presidente Kennedy,1718402,4,39718488
Presidente Kennedy,3204302,44,66581686
Presidente Juscelino,2109205,2,127854043
Presidente Juscelino,2410306,87,9890649
Presidente Juscelino,3153202,50,47150996
Presidente Jânio Quadros,2925709,88,13963449
Presidente Getúlio,4214003,85,81756632
Presidente Figueiredo,1303536,92,28998858
Presidente Epitácio,3541307,17,50453461
Presidente Dutra,2109106,29,54509919
Presidente Dutra,2925600,70,68547932
Presidente Castelo Branco,4120408,69,61010008
Presidente Castello Branco,4213906,29,10941524
Presidente Bernardes,3153103,69,1157535
Presidente Bernardes,3541208,91,75799777
Presidente Alves,3541109,29,993497
Pratinha,3153004,95,15506065
Pratápolis,3152907,75,63301419
Pratânia,3541059,94,10877039
Prata do Piauí,2208601,36,72815656
Prata,2512200,12,84842581
Prata,3152808,99,49052902
Pranchita,4120358,38,23226104
Prainha,1506005,24,43572194
Praia Norte,1718303,45,84819444
Praia Grande,3541000,98,6342602
Praia Grande,4213807,19,900581
Prados,3152709,93,87979454
Pradópolis,3540903,75,63639057
Prado Ferreira,4120333,99,59947979
Prado,2925501,95,72787528
Pracuúba,1600550,62,58632182
Pracinha,3540853,30,13045239
Poxoréo,5107008,49,22286529
Pouso Redondo,4213708,8,696480136
Pouso Novo,4315131,33,97509972
Pouso Alto,3152600,88,1145549
Pouso Alegre,3152501,20,71344578
Potiretama,2311231,25,39631958
Potirendaba,3540804,8,908332861
Potiraguá,2925402,47,25857584
Potim,3540754,94,59939574
Potengi,2311207,26,73821839
Poté,3152402,52,9795629
Posse,5218300,94,45376697
Porto Xavier,4315107,47,18474371
Porto Walter,1200393,12,40692285
Porto Vitória,4120309,61,83857255
Porto Vera Cruz,4315073,59,94215721
Porto Velho,1100205,39,5088001
Porto União,4213609,32,65491796
Porto Seguro,2925303,74,4718996
Porto Rico do Maranhão,2109056,14,96827564
Porto Rico,4120200,9,374819344
Porto Real do Colégio,2707503,78,32315328
Porto Real,3304110,39,91401588
Porto Nacional,1718204,39,91905603
Porto Murtinho,5006903,91,61788432
Porto Mauá,4315057,89,39111065
Porto Lucena,4315008,21,36986583
Porto Grande,1600535,67,71719653
Porto Franco,2109007,8,317925568
Porto Firme,3152303,6,41292947
Porto Ferreira,3540705,1,535161995
Porto Feliz,3540606,50,28340623
Porto Estrela,5106851,83,611048
Porto Esperidião,5106828,35,96236832
Porto dos Gaúchos,5106802,47,92759482
Porto do Mangue,2410256,79,44405836
Porto de Pedras,2707404,11,50001615
Porto de Moz,1505908,48,92903311
Porto da Folha,2805604,86,72835915
Porto Calvo,2707305,92,5008766
Porto Belo,4213500,63,47174389
Porto Barreiro,4120150,20,89206599
Porto Amazonas,4120101,77,83679132
Porto Alegre do Tocantins,1718006,82,328438
Porto Alegre do Piauí,2208551,59,3564508
Porto Alegre do Norte,5106778,96,54031673
Porto Alegre,4314902,92,16863481
Porto Acre,1200807,19,898217
Porto,2208502,41,59659181
Portelândia,5218102,52,37061202
Portel,1505809,38,349548
Porteirinha,3152204,7,34954031
Porteiras,2311108,56,61020007
Porteirão,5218052,65,95391233
Portão,4314803,9,345756089
Portalegre,2410207,30,89188993
Porecatu,4120002,83,44665076
Porciúncula,3304102,30,58733323
Porangatu,5218003,97,23252219
Porangaba,3540507,80,255955
Poranga,2311009,49,2807727
Populina,3540408,55,2347791
Ponto Novo,2925253,80,68871801
Ponto dos Volantes,3152170,98,96248545
Ponto Chique,3152131,98,24683794
Ponto Belo,3204252,24,71197996
Pontes Gestal,3540309,52,10415483
Pontes e Lacerda,5106752,0,255168965
Ponte Serrada,4213401,7,844071637
Ponte Preta,4314787,19,14023081
Ponte Nova,3152105,74,87613628
Ponte Branca,5106703,31,95288619
Ponte Alta do Tocantins,1717909,20,23287699
Ponte Alta do Norte,4213351,77,67872147
Ponte Alta do Bom Jesus,1717800,24,49027815
Ponte Alta,4213302,3,312405906
Pontão,4314779,97,28064415
Pontalinda,3540259,51,10195685
Pontalina,5217708,58,38862861
Pontal do Paraná,4119954,74,18771051
Pontal do Araguaia,5106653,18,72899763
Pontal,3540200,69,27754602
Ponta Porã,5006606,60,4254704
Ponta Grossa,4119905,38,21892434
Ponta de Pedras,1505700,93,43699917
Pongaí,3540101,52,47442303
Pompéu,3152006,24,76913546
Pompéia,3540002,46,65244519
Pomerode,4213203,21,96585776
Pombos,2611309,85,82383548
Pombal,2512101,82,58872747
Poloni,3539905,56,73468731
Pojuca,2925204,44,31216823
Pocrane,3151909,8,86715891
Poços de Caldas,3151800,69,82587359
Poconé,5106505,20,33328117
Poções,2925105,78,82605368
Poço Verde,2805505,80,87570327
Poço Redondo,2805406,58,37790148
Poço Fundo,3151701,3,713462097
Poço de José de Moura,2512077,87,2317709
Poço das Trincheiras,2707206,88,44438987
Poço das Antas,4314753,59,3128007
Poço Dantas,2512036,72,94567158
Poço Branco,2410108,75,51268039
Pocinhos,2512002,52,51583851
Poção de Pedras,2108900,98,6013086
Poção,2611200,75,2243174
Poá,3539806,61,20566132
Platina,3539707,0,453288786
Planura,3151602,32,77687259
Planalto da Serra,5106455,70,92185942
Planalto Alegre,4213153,32,6693949
Planalto,2925006,55,6700367
Planalto,3539608,72,51929891
Planalto,4119806,71,22321792
Planalto,4314704,66,11196413
Planaltino,2924900,71,16840673
Planaltina do Paraná,4119707,94,15115338
Planaltina,5217609,21,42928279
Plácido de Castro,1200385,73,83359048
Placas,1505650,86,152778
Piumhi,3151503,70,2362131
Piúma,3204203,73,10897932
Pium,1717503,63,4005702
Pitimbu,2511905,65,6883817
Pitangui,3151404,30,80634281
Pitangueiras,3539509,97,69333019
Pitangueiras,4119657,40,67968841
Pitanga,4119608,98,94836883
Pirpirituba,2511806,57,28470649
Piritiba,2924801,34,34596133
Piripiri,2208403,47,75483863
Piripá,2924702,96,20014237
Pires Ferreira,2310951,39,69378002
Pires do Rio,5217401,79,43048876
Pirenópolis,5217302,89,57676233
Piraúba,3151305,1,615289706
Piratuba,4213104,32,41269674
Piratininga,3539400,88,72314624
Piratini,4314605,0,794866599
Pirassununga,3539301,56,26231436
Piraquê,1717206,74,30792201
Piraquara,4119509,31,5486551
Pirapozinho,3539202,36,56697504
Pirapora do Bom Jesus,3539103,17,90151692
Pirapora,3151206,4,694551988
Pirapó,4314555,90,29074967
Pirapetinga,3151107,87,742958
Pirapemas,2108801,67,3817965
Piranhas,2707107,76,62172612
Piranhas,5217203,50,61313726
Piranguinho,3151008,37,29959181
Piranguçu,3150901,62,5990703
Pirangi,3539004,44,94698157
Piranga,3150802,82,62104881
Pirambu,2805307,23,99195657
Pirajuí,3538907,89,51036045
Pirajuba,3150703,43,95404644
Piraju,3538808,84,9185961
Piraí do Sul,4119400,86,40409862
Piraí do Norte,2924678,95,80274601
Piraí,3304003,76,89159657
Piracuruca,2208304,22,90146093
Piracicaba,3538709,40,8986198
Piracema,3150604,60,99010597
Piracanjuba,5217104,78,35428904
Piracaia,3538600,44,6670605
Piquete,3538501,71,50009047
Piquet Carneiro,2310902,67,86749784
Piquerobi,3538303,82,72831042
Pio XII,2108702,97,90957524
Pio IX,2208205,15,8767383
Pintópolis,3150570,87,60329234
Pintadas,2924652,71,12611395
Pinheiros,3204104,26,2289168
Pinheiro Preto,4213005,14,6369326
Pinheiro Machado,4314506,11,87358018
Pinheiro,2108603,67,4740211
Pinheirinho do Vale,4314498,96,3665011
Pinheiral,3303955,44,97892163
Pinhão,2805208,81,12523427
Pinhão,4119301,51,97956403
Pinhalzinho,3538204,49,63764904
Pinhalzinho,4212908,97,49294938
Pinhalão,4119202,91,4016999
Pinhal Grande,4314472,85,65610412
Pinhal de São Bento,4119251,39,10040009
Pinhal da Serra,4314464,58,8871967
Pinhal,4314456,51,59335954
Pinhais,4119152,17,51747427
Pingo-d'Água,3150539,34,9648647
Pindoretama,2310852,43,41247938
Pindorama do Tocantins,1717008,60,3927709
Pindorama,3538105,15,92337274
Pindobaçu,2924603,24,84728335
Pindoba,2707008,91,60752134
Pindaré-Mirim,2108504,51,58439107
Pindamonhangaba,3538006,69,7291126
Pindaí,2924504,37,69960676
Pimenteiras do Oeste,1101468,62,49506619
Pimenteiras,2208106,2,665494476
Pimenta Bueno,1100189,16,33251583
Pimenta,3150505,52,41548002
Pilõezinhos,2511707,4,945816106
Pilões,2410009,8,478432227
Pilões,2511608,69,79622328
Pilar do Sul,3537909,49,5411255
Pilar de Goiás,5216908,35,7018855
Pilar,2511509,74,8773441
Pilar,2706901,50,14006687
Pilão Arcado,2924405,8,169616463
Piên,4119103,90,31048418
Piedade dos Gerais,3150406,53,81523366
Piedade do Rio Grande,3150307,81,72249357
Piedade de Ponte Nova,3150208,78,9927716
Piedade de Caratinga,3150158,42,4280834
Piedade,3537800,20,60523473
Picuí,2511400,39,95357648
Picos,2208007,89,53842835
Piçarra,1505635,27,28321088
Picada Café,4314423,54,4128954
Piau,3150109,43,9825581
Piatã,2924306,60,4960793
Piancó,2511301,46,144231
Piacatu,3537701,19,61753316
Piaçabuçu,2706802,74,72506042
Petrópolis,3303906,48,15747505
Petrolina de Goiás,5216809,84,77356964
Petrolina,2611101,76,67014258
Petrolândia,2611002,6,112118197
Petrolândia,4212700,32,63492386
Pesqueira,2610905,88,35996478
Pescador,3150000,1,192802776
Peruíbe,3537602,45,81661073
Perolândia,5216452,63,96945303
Pérola d'Oeste,4119004,50,50274231
Pérola,4118907,31,62812506
Perobal,4118857,83,59320301
Peritoró,2108454,6,104679449
Peritiba,4212601,81,4985829
Periquito,3149952,91,26608201
Peri Mirim,2108405,66,90278357
Pereiro,2310803,78,98254254
Pereiras,3537503,6,917720543
Pereira Barreto,3537404,53,34187086
Perdões,3149903,87,32719211
Perdizes,3149804,57,46635136
Perdigão,3149705,18,87683924
Pequizeiro,1716653,86,9970556
Pequi,3149606,94,4392002
Pequeri,3149507,26,4162302
Pentecoste,2310704,36,61237346
Penha,4212502,36,58742769
Penedo,2706703,60,30226842
Pendências,2409902,28,24265713
Penápolis,3537305,19,43639233
Penalva,2108306,90,23250081
Penaforte,2310605,95,89760174
Pelotas,4314407,2,11864099
Pejuçara,4314308,35,17597835
Peixoto de Azevedo,5106422,51,67712385
Peixe-Boi,1505601,19,48044215
Peixe,1716604,69,36143327
Pedro Velho,2409803,99,43562091
Pedro Teixeira,3149408,85,46109276
Pedro Régis,2512721,65,64171378
Pedro Osório,4314209,25,9957824
Pedro Leopoldo,3149309,82,63247146
Pedro Laurentino,2207934,47,99918196
Pedro II,2207900,50,96295913
Pedro Gomes,5006408,84,84852951
Pedro do Rosário,2108256,46,33331075
Pedro de Toledo,3537206,66,72351418
Pedro Canário,3204054,44,15583694
Pedro Avelino,2409704,73,980639
Pedro Alexandre,2924207,2,97071059
Pedro Afonso,1716505,36,42206926
Pedrinópolis,3149200,14,86782222
Pedrinhas Paulista,3537156,83,9007317
Pedrinhas,2805109,81,58737189
Pedreiras,2108207,26,40513251
Pedreira,3537107,7,597495299
Pedregulho,3537008,31,61929667
Pedras Grandes,4212403,45,5518528
Pedras de Maria da Cruz,3149150,54,47079889
Pedras de Fogo,2511202,77,51208025
Pedras Altas,4314175,69,91135555
Pedrão,2924108,45,18135648
Pedranópolis,3536901,54,84220633
Pedralva,3149101,27,6669024
Pedra Preta,2409605,28,1257162
Pedra Preta,5106372,90,65005432
Pedra Mole,2805000,27,10147035
Pedra Lavrada,2511103,67,18370249
Pedra Grande,2409506,7,680609826
Pedra Dourada,3149002,97,37200023
Pedra do Indaiá,3148905,60,48679342
Pedra do Anta,3148806,96,64624954
Pedra Branca do Amapari,1600154,6,889875258
Pedra Branca,2310506,61,3594977
Pedra Branca,2511004,97,91063279
Pedra Bonita,3148756,57,86360702
Pedra Bela,3536802,31,78207118
Pedra Azul,3148707,50,97751257
Pedra,2610806,47,47634687
Pederneiras,3536703,80,24018768
Peçanha,3148608,70,9390071
Peabiru,4118808,86,54295034
Pé de Serra,2924058,75,89337899
Pavussu,2207850,48,98340474
Paverama,4314159,13,92060862
Pavão,3148509,2,151047641
Paulo Ramos,2108108,9,489545671
Paulo Lopes,4212304,46,46238534
Paulo Jacinto,2706604,88,9379374
Paulo Frontin,4118709,27,55540854
Paulo de Faria,3536604,8,114520376
Paulo Bento,4314134,77,33705955
Paulo Afonso,2924009,68,27144074
Paulistas,3148400,20,55079431
Paulistânia,3536570,94,67495355
Paulistana,2207801,99,77486393
Paulista,2510907,18,41774446
Paulista,2610707,10,72654989
Paulino Neves,2108058,50,87955623
Paulínia,3536505,19,80189945
Paulicéia,3536406,35,99762993
Paula Freitas,4118600,51,95992272
Paula Cândido,3148301,80,59172539
Pauini,1303502,76,72284754
Paudalho,2610608,33,74901984
Pau dos Ferros,2409407,98,50652845
Pau D'Arco do Piauí,2207793,41,4427001
Pau D'Arco,1505551,87,38496925
Pau D'Arco,1716307,95,94142327
Pau Brasil,2923902,1,318889999
Paty do Alferes,3303856,86,44731918
Patu,2409308,79,45037395
Patrocínio Paulista,3536307,63,92266687
Patrocínio do Muriaé,3148202,42,5636832
Patrocínio,3148103,26,66613829
Patos do Piauí,2207777,57,19026838
Patos de Minas,3148004,53,55340742
Patos,2510808,54,48001686
Pato Branco,4118501,31,4061462
Pato Bragado,4118451,37,17036264
Patis,3147956,6,674235919
Pastos Bons,2108009,71,9754008
Passos Maia,4212270,86,4183392
Passos,3147907,21,4473782
Passo Fundo,4314100,71,99818621
Passo do Sobrado,4314076,39,86167294
Passo de Torres,4212254,95,68148794
Passo de Camaragibe,2706505,59,84232018
Passira,2610509,49,90157499
Passa-Vinte,3147808,80,81444614
Passagem Franca do Piauí,2207751,70,7253431
Passagem Franca,2107902,2,11106677
Passagem,2409209,23,83280937
Passagem,2510709,67,56273602
Passabém,3147501,55,65701809
Passa Tempo,3147709,52,73452341
Passa Sete,4314068,12,38592348
Passa Quatro,3147600,31,14241579
Passa e Fica,2409100,83,33509679
Parobé,4314050,57,49582607
Parnarama,2107803,19,87851309
Parnamirim,2403251,30,84989423
Parnamirim,2610400,53,42209516
Parnaíba,2207702,83,6119222
Parnaguá,2207603,54,2080059
Parisi,3536257,4,472103857
Pariquera-Açu,3536208,12,21587818
Paripueira,2706448,26,74049657
Paripiranga,2923803,67,38401094
Parintins,1303403,43,93185781
Pariconha,2706422,81,4589758
Parelhas,2408904,93,9078756
Parecis,1101450,27,57686866
Pareci Novo,4314035,4,782910994
Pardinho,3536109,98,95518183
Parazinho,2408805,92,54504806
Paraúna,5216403,7,638294709
Parauapebas,1505536,37,29585515
Paraú,2408706,16,8283032
Paraty,3303807,88,65314202
Paratinga,2923704,78,60147798
Parari,2510659,88,78776856
Parapuã,3536000,97,61069816
Paraopeba,3147402,65,41391129
Paranhos,5006358,60,76295142
Paranavaí,4118402,0,242709323
Paranatinga,5106307,49,202566
Paranatama,2610301,37,75444318
Paranapuã,3535903,14,6360734
Paranapoema,4118303,31,87645514
Paranapanema,3535804,16,70749957
Paranaíta,5106299,95,45261778
Paranaiguara,5216304,10,74255221
Paranaíba,5006309,13,25288943
Paranaguá,4118204,41,66313517
Paranacity,4118105,39,43229952
Paranã,1716208,40,34493146
Paraná,2408607,64,25571277
Paramoti,2310407,17,84807145
Paramirim,2923605,2,271845176
Parambu,2310308,48,7496007
Paraisópolis,3147303,78,74158282
Paraíso do Tocantins,1716109,39,36886978
Paraíso do Sul,4314027,80,57438
Paraíso do Norte,4118006,52,69244897
Paraíso,3535705,61,80937157
Paraíso,4212239,57,12085422
Paraipaba,2310258,54,73107299
Paraibuna,3535606,53,67901717
Paraibano,2107704,88,286163
Paraíba do Sul,3303708,62,5102613
Paraí,4314001,50,399446
Paraguaçu Paulista,3535507,37,24509508
Paraguaçu,3147204,50,8904966
Paragominas,1505502,85,27254099
Paracuru,2310209,66,761924
Paracatu,3147006,38,16818541
Paracambi,3303609,68,34380256
Pará de Minas,3147105,34,22500783
Paquetá,2207553,36,34793404
Papanduva,4212205,42,94684303
Papagaios,3146909,80,89098851
Pão de Açúcar,2706406,17,3416946
Pantano Grande,4313953,22,85933107
Panorama,3535408,39,57194341
Panelas,2610202,21,16955434
Pancas,3204005,36,7556222
Panambi,4313904,0,720660955
Panamá,5216007,50,6078703
Palotina,4117909,17,40931412
Palmópolis,3146750,1,452853129
Palmitos,4212106,66,95146224
Palmitinho,4313805,52,74755681
Palmital,3535309,26,40584105
Palmital,4117800,58,44298945
Palminópolis,5215900,14,20885082
Palmelo,5215801,19,18427132
Palmeirópolis,1715754,60,86707816
Palmeirina,2610103,99,9614345
Palmeiras do Tocantins,1713809,59,19601046
Palmeiras de Goiás,5215702,51,77486498
Palmeiras,2923506,18,98014117
Palmeirante,1715705,3,768451687
Palmeirândia,2107605,40,35507731
Palmeirais,2207504,67,32038325
Palmeira dos Índios,2706307,85,7201222
Palmeira d'Oeste,3535200,51,9230298
Palmeira do Piauí,2207405,56,50474706
Palmeira das Missões,4313706,75,33906788
Palmeira,4117701,2,52008937
Palmeira,4212056,38,6351587
Palmas de Monte Alto,2923407,7,986285249
Palmas,1721000,74,63702193
Palmas,4117602,67,70696366
Palmares Paulista,3535101,78,92210922
Palmares do Sul,4313656,7,600394212
Palmares,2610004,83,5127738
Palmácia,2310100,61,74968707
Palma Sola,4212007,35,6249609
Palma,3146701,14,51196071
Palhoça,4211900,29,15412793
Palhano,2310001,23,83413895
Palestina do Pará,1505494,89,11120282
Palestina de Goiás,5215652,53,63402411
Palestina,2706208,16,384661
Palestina,3535002,1,596366135
Pajeú do Piauí,2207355,65,107179
Paiva,3146602,35,783192
Pains,3146503,98,88727121
Painel,4211892,37,56599686
Paineiras,3146404,92,28994258
Paim Filho,4313607,20,92526121
Paiçandu,4117503,40,68246816
Paial,4211876,63,53705789
