Cornélio Procópio;4106407;94;71501686
Coroaci;3119203;17;84900654
Coroados;3512506;4;497662638
Coroatá;2103604;70;40489973
Coromandel;3119302;65;65768243
Coronel Barros;4305871;16;81411912
Coronel Bicaco;4305900;70;39661979
Coronel Domingos Soares;4106456;20;8359463
Coronel Ezequiel;2402808;81;62659711
Coronel Fabriciano;3119401;39;68250987
Coronel Freitas;4204400;8;24020356
Coronel João Pessoa;2402907;76;49934274
Coronel João Sá;2909208;59;83621508
Coronel José Dias;2202851;34;52098493
Coronel Macedo;3512605;99;5940734
Coronel Martins;4204459;29;43978827
Coronel Murta;3119500;91;31574403
Coronel Pacheco;3119609;2;943909284
Coronel Pilar;4305934;67;46541787
Coronel Sapucaia;5003157;81;4121561
Coronel Vivida;4106506;34;60954438
Coronel Xavier Chaves;3119708;56;20553138
Córrego Danta;3119807;38;24647111
Córrego do Bom Jesus;3119906;95;85629594
Córrego do Ouro;5205703;16;84265651
Córrego Fundo;3119955;47;42036041
Córrego Novo;3120003;10;99277897
Correia Pinto;4204558;34;88615246
Corrente;2202901;91;93336658
Correntes;2604700;2;134827983
Correntina;2909307;75;46136185
Cortês;2604809;87;47355739
Corumbá;5003207;25;45370091
Corumbá de Goiás;5205802;3;812179748
Corumbaíba;5205901;84;51519389
Corumbataí;3512704;18;95437216
Corumbataí do Sul;4106555;33;67605697
Corumbiara;1100072;38;60836585
Corupá;4204509;26;45321995
Coruripe;2702306;1;833115797
Cosmópolis;3512803;7;873244729
Cosmorama;3512902;25;16550787
Costa Marques;1100080;60;21333034
Costa Rica;5003256;66;80613455
Cotegipe;2909406;50;25909816
Cotia;3513009;38;6633928
Cotiporã;4305959;40;30189817
Cotriguaçu;5103379;77;93235611
Couto de Magalhães de Minas;3120102;38;27517451
Couto Magalhães;1706001;49;62357287
Coxilha;4305975;34;38662823
Coxim;5003306;82;78003733
Coxixola;2504850;53;15811068
Craíbas;2702355;34;66898672
Crateús;2304103;39;80646286
Crato;2304202;87;13373333
Cravinhos;3513108;70;1847709
Cravolândia;2909505;95;65743814
Criciúma;4204608;47;28748925
Crisólita;3120151;70;97546629
Crisópolis;2909604;45;27981509
Crissiumal;4306007;97;91308162
Cristais;3120201;47;82548608
Cristais Paulista;3513207;94;25101684
Cristal;4306056;73;8332644
Cristal do Sul;4306072;74;48221942
Cristalândia;1706100;48;72180695
Cristalândia do Piauí;2203008;60;16076033
Cristália;3120300;4;517360873
Cristalina;5206206;6;124715164
Cristiano Otoni;3120409;96;61678796
Cristianópolis;5206305;7;198829625
Cristina;3120508;89;95409372
Cristinápolis;2801702;6;302091755
Cristino Castro;2203107;13;75901077
Cristópolis;2909703;88;13659266
Crixás;5206404;10;59296273
Crixás do Tocantins;1706258;85;2516736
Croatá;2304236;79;35758466
Cromínia;5206503;43;5702139
Crucilândia;3120607;74;80135551
Cruz;2304251;73;77915827
Cruz Alta;4306106;43;42650309
Cruz das Almas;2909802;3;960400306
Cruz do Espírito Santo;2504900;54;95514696
Cruz Machado;4106803;89;18274198
Cruzália;3513306;32;96857437
Cruzaltense;4306130;86;85259423
Cruzeiro;3513405;20;13903793
Cruzeiro da Fortaleza;3120706;57;1438809
Cruzeiro do Iguaçu;4106571;18;86928821
Cruzeiro do Oeste;4106605;36;30298206
Cruzeiro do Sul;1200203;72;42193168
Cruzeiro do Sul;4106704;14;66800437
Cruzeiro do Sul;4306205;91;52008798
Cruzeta;2403004;23;50064958
Cruzília;3120805;96;75965079
Cruzmaltina;4106852;59;59953361
Cubatão;3513504;84;10313598
Cubati;2505006;97;85654684
Cuiabá;5103403;76;5056501
Cuité;2505105;99;41659546
Cuité de Mamanguape;2505238;80;1529992
Cuitegi;2505204;4;999459733
Cujubim;1100940;19;23305545
Cumari;5206602;92;84730017
Cumaru;2604908;5;97649698
Cumaru do Norte;1502764;26;55252505
Cumbe;2801900;90;2452239
Cunha;3513603;54;77545338
Cunha Porã;4204707;78;39598003
Cunhataí;4204756;72;87302186
Cuparaque;3120839;81;94346975
Cupira;2605004;37;51090393
Curaçá;2909901;60;36323216
Curimatá;2203206;55;1131697
Curionópolis;1502772;0;766714643
Curitiba;4106902;12;24475189
Curitibanos;4204806;31;6182911
Curiúva;4107009;36;37785529
Currais;2203230;87;26011447
Currais Novos;2403103;85;75052295
Curral de Cima;2505279;99;32726156
Curral de Dentro;3120870;81;23766227
Curral Novo do Piauí;2203271;74;40129671
Curral Velho;2505303;27;74300903
Curralinho;1502806;71;22255012
Curralinhos;2203255;64;42720971
Curuá;1502855;28;26975199
Curuçá;1502905;44;24486183
Cururupu;2103703;32;68282825
Curvelândia;5103437;40;82810033
Curvelo;3120904;94;80563918
Custódia;2605103;6;771430068
Cutias;1600212;15;68219246
Damianópolis;5206701;39;35296403
Damião;2505352;41;50127066
Damolândia;5206800;37;83333971
Darcinópolis;1706506;98;50064651
Dário Meira;2910008;55;94767356
Datas;3121001;1;983981226
David Canabarro;4306304;47;11220103
Davinópolis;2103752;78;60490467
Davinópolis;5206909;51;22965228
Delfim Moreira;3121100;8;780971201
Delfinópolis;3121209;29;49632304
Delmiro Gouveia;2702405;45;85190296
Delta;3121258;8;184509277
Demerval Lobão;2203305;48;17328916
Denise;5103452;43;74104951
Deodápolis;5003454;47;75711015
Deputado Irapuan Pinheiro;2304269;29;76592621
Derrubadas;4306320;93;27450015
Descalvado;3513702;35;70410361
Descanso;4204905;86;46932311
Descoberto;3121308;88;81906609
Desterro;2505402;24;2346977
Desterro de Entre Rios;3121407;71;83709896
Desterro do Melo;3121506;6;854092426
Dezesseis de Novembro;4306353;3;499176317
Diadema;3513801;9;739141828
Diamante;2505600;94;2827967
Diamante D'Oeste;4107157;70;83939851
Diamante do Norte;4107108;84;51928086
Diamante do Sul;4107124;18;33887348
Diamantina;3121605;69;46205126
Diamantino;5103502;74;7545898
Dianópolis;1707009;21;96186792
Dias d'Ávila;2910057;96;8222932
Dilermando de Aguiar;4306379;33;73376587
Diogo de Vasconcelos;3121704;87;19317747
Dionísio;3121803;49;63343013
Dionísio Cerqueira;4205001;37;37347195
Diorama;5207105;91;92838136
Dirce Reis;3513850;12;25635596
Dirceu Arcoverde;2203354;60;58360797
Divina Pastora;2802007;94;405942
Divinésia;3121902;23;24875079
Divino;3122009;45;5590342
Divino das Laranjeiras;3122108;25;88755137
Divino de São Lourenço;3201803;88;47880231
Divinolândia;3513900;32;65910367
Divinolândia de Minas;3122207;5;332949914
Divinópolis;3122306;37;39406815
Divinópolis de Goiás;5208301;0;533224269
Divinópolis do Tocantins;1707108;18;88727096
Divisa Alegre;3122355;72;75791784
Divisa Nova;3122405;59;13438312
Divisópolis;3122454;91;61316128
Dobrada;3514007;30;2257784
Dois Córregos;3514106;81;65952649
Dois Irmãos;4306403;16;14345259
Dois Irmãos das Missões;4306429;26;20834137
Dois Irmãos do Buriti;5003488;61;68696954
Dois Irmãos do Tocantins;1707207;10;56912306
Dois Lajeados;4306452;79;36649086
Dois Riachos;2702504;48;2279229
Dois Vizinhos;4107207;37;56396153
Dolcinópolis;3514205;60;79582822
Dom Aquino;5103601;12;57905971
Dom Basílio;2910107;96;99083067
Dom Bosco;3122470;51;86029845
Dom Cavati;3122504;84;75095223
Dom Eliseu;1502939;4;964460737
Dom Expedito Lopes;2203404;9;66051497
Dom Feliciano;4306502;30;26441155
Dom Inocêncio;2203453;54;59308039
Dom Joaquim;3122603;93;49260121
Dom Macedo Costa;2910206;10;3466612
Dom Pedrito;4306601;18;60212837
Dom Pedro;2103802;27;1683104
Dom Pedro de Alcântara;4306551;6;475009999
Dom Silvério;3122702;55;45741341
Dom Viçoso;3122801;31;71727439
Domingos Martins;3201902;10;12291714
Domingos Mourão;2203420;70;8280875
Dona Emma;4205100;31;97415237
Dona Eusébia;3122900;26;36382602
Dona Francisca;4306700;97;51845509
Dona Inês;2505709;40;35645123
Dores de Campos;3123007;34;68827066
Dores de Guanhães;3123106;40;1039211
Dores do Indaiá;3123205;84;25396839
Dores do Rio Preto;3202009;77;50895326
Dores do Turvo;3123304;24;68765326
Doresópolis;3123403;39;18820809
Dormentes;2605152;20;77955663
Douradina;4107256;71;2204946
Douradina;5003504;10;24395825
Dourado;3514304;7;367101832
Douradoquara;3123502;50;20108624
Dourados;5003702;41;87082864
Doutor Camargo;4107306;41;31094396
Doutor Maurício Cardoso;4306734;48;4508979
Doutor Pedrinho;4205159;46;9729059
Doutor Ricardo;4306759;94;25345816
Doutor Severiano;2403202;96;21125077
Doutor Ulysses;4128633;46;6850149
Doverlândia;5207253;53;88762038
Dracena;3514403;94;25145869
Duartina;3514502;72;63674956
Duas Barras;3301603;36;29124086
Duas Estradas;2505808;64;8270192
Dueré;1707306;2;687221725
Dumont;3514601;8;989487298
Duque Bacelar;2103901;53;29226725
Duque de Caxias;3301702;45;41561787
Durandé;3123528;82;40112139
Echaporã;3514700;82;76518728
Ecoporanga;3202108;61;22735473
Edealina;5207352;38;91149246
Edéia;5207402;51;73686615
Eirunepé;1301407;9;652584925
Eldorado;3514809;0;62029186
Eldorado;5003751;70;7760559
Eldorado do Sul;4306767;16;91219276
Eldorado dos Carajás;1502954;22;90883407
Elesbão Veloso;2203503;71;20050576
Elias Fausto;3514908;5;37220263
Eliseu Martins;2203602;94;49097973
Elisiário;3514924;71;14624467
Elísio Medrado;2910305;70;22661485
Elói Mendes;3123601;81;51108529
Emas;2505907;57;70950883
Embaúba;3514957;36;40341164
Embu;3515004;53;94168479
Embu-Guaçu;3515103;56;22389882
Emilianópolis;3515129;40;83608284
Encantado;4306809;46;54661516
Encanto;2403301;49;33268204
Encruzilhada;2910404;43;29733978
Encruzilhada do Sul;4306908;45;82789809
Enéas Marques;4107405;14;4409092
Engenheiro Beltrão;4107504;86;1712685
Engenheiro Caldas;3123700;68;60300973
Engenheiro Coelho;3515152;43;10700522
Engenheiro Navarro;3123809;45;72428024
Engenheiro Paulo de Frontin;3301801;11;60855652
Engenho Velho;4306924;4;112007572
Entre Folhas;3123858;68;21438822
Entre Rios;2910503;95;9125272
Entre Rios;4205175;81;64587997
Entre Rios de Minas;3123908;46;3838418
Entre Rios do Oeste;4107538;44;30571847
Entre Rios do Sul;4306957;78;37199489
Entre-Ijuís;4306932;30;83433986
Envira;1301506;75;7515351
Epitaciolândia;1200252;75;68618036
Equador;2403400;42;59326089
Erebango;4306973;51;15005886
Erechim;4307005;93;22325868
Ererê;2304277;25;42029804
Érico Cardoso;2900504;90;73449785
Ermo;4205191;98;27550688
Ernestina;4307054;79;6676787
Erval Grande;4307203;6;879151547
Erval Seco;4307302;78;4132742
Erval Velho;4205209;82;2422284
Ervália;3124005;76;72979789
Escada;2605202;30;51641005
Esmeralda;4307401;1;708121836
Esmeraldas;3124104;45;64302431
Espera Feliz;3124203;33;31609033
Esperança;2506004;87;84806821
Esperança do Sul;4307450;87;83420692
Esperança Nova;4107520;15;43327295
Esperantina;1707405;36;1671494
Esperantina;2203701;57;79601784
Esperantinópolis;2104008;39;63804808
Espigão Alto do Iguaçu;4107546;81;54658668
Espigão D'Oeste;1100098;25;21312702
Espinosa;3124302;74;65329387
Espírito Santo;2403509;84;93533237
Espírito Santo do Dourado;3124401;85;3223447
Espírito Santo do Pinhal;3515186;71;63998859
Espírito Santo do Turvo;3515194;3;523466288
Esplanada;2910602;24;32179931
Espumoso;4307500;36;47100532
Estação;4307559;4;901136923
Estância;2802106;13;6101065
Estância Velha;4307609;79;50417766
Esteio;4307708;68;26007538
Estiva;3124500;41;40958225
Estiva Gerbi;3557303;67;42042318
Estreito;2104057;75;32147882
Estrela;4307807;16;93556059
Estrela d'Oeste;3515202;12;74047842
Estrela Dalva;3124609;87;26664738
Estrela de Alagoas;2702553;11;70141622
Estrela do Indaiá;3124708;92;65608315
Estrela do Norte;3515301;94;47238786
Estrela do Norte;5207501;64;46691049
Estrela do Sul;3124807;44;11680632
Estrela Velha;4307815;10;60616036
Euclides da Cunha;2910701;68;49626291
Euclides da Cunha Paulista;3515350;37;15030736
Eugênio de Castro;4307831;28;1493292
Eugenópolis;3124906;95;58957968
Eunápolis;2910727;43;57559958
Eusébio;2304285;81;28032841
Ewbank da Câmara;3125002;47;36677852
Extrema;3125101;77;48210068
Extremoz;2403608;29;47306765
Exu;2605301;25;11407004
Fagundes;2506103;11;22015525
Fagundes Varela;4307864;2;979190819
Faina;5207535;82;38432053
Fama;3125200;9;775942977
Faria Lemos;3125309;20;55668716
Farias Brito;2304301;47;22034916
Faro;1503002;93;6968856
Farol;4107553;64;65371707
Farroupilha;4307906;38;2097471
Fartura;3515400;24;40904944
Fartura do Piauí;2203750;90;720152
Fátima;1707553;5;431271028
Fátima;2910750;1;866354465
Fátima do Sul;5003801;65;42615243
Faxinal;4107603;44;66250983
Faxinal do Soturno;4308003;99;37749475
Faxinal dos Guedes;4205308;94;90055892
Faxinalzinho;4308052;76;81659851
Fazenda Nova;5207600;61;58620272
Fazenda Rio Grande;4107652;86;47831814
Fazenda Vilanova;4308078;6;481044801
Feijó;1200302;51;90849746
Feira da Mata;2910776;75;81629217
Feira de Santana;2910800;38;6153661
Feira Grande;2702603;94;3931815
Feira Nova;2605400;96;67865291
Feira Nova;2802205;39;32495784
Feira Nova do Maranhão;2104073;26;2832427
Felício dos Santos;3125408;69;376347
Felipe Guerra;2403707;92;87955635
Felisburgo;3125606;62;92118762
Felixlândia;3125705;18;94829985
Feliz;4308102;74;46312271
Feliz Deserto;2702702;41;96126462
Feliz Natal;5103700;3;934828708
Fênix;4107702;27;24469811
Fernandes Pinheiro;4107736;69;31954915
Fernandes Tourinho;3125804;58;57083011
Fernando de Noronha;2605459;85;77676076
Fernando Falcão;2104081;53;65997849
Fernando Pedroza;2403756;92;39462095
Fernando Prestes;3515608;67;51682896
Fernandópolis;3515509;67;5884576
Fernão;3515657;46;9773962
Ferraz de Vasconcelos;3515707;79;62317549
Ferreira Gomes;1600238;53;73904907
Ferreiros;2605509;92;76409075
Ferros;3125903;50;62826945
Fervedouro;3125952;36;98648946
Figueira;4107751;81;92258624
Figueirão;5003900;35;87678303
Figueirópolis;1707652;70;22861324
Figueirópolis D'Oeste;5103809;86;11224989
Filadélfia;1707702;36;45148844
Filadélfia;2910859;31;9115367
Firmino Alves;2910909;30;22782047
Firminópolis;5207808;49;1165551
Flexeiras;2702801;90;81949303
Flor da Serra do Sul;4107850;25;51061088
Flor do Sertão;4205357;66;56631937
Flora Rica;3515806;63;22874764
Floraí;4107801;60;85506736
Florânia;2403806;58;12519707
Floreal;3515905;4;144489808
Flores;2605608;28;49108925
Flores da Cunha;4308201;75;11180264
Flores de Goiás;5207907;9;227941842
Flores do Piauí;2203800;57;2070442
Floresta;2605707;79;33566697
Floresta;4107900;42;20831844
Floresta Azul;2911006;29;61709057
Floresta do Araguaia;1503044;74;66535411
Floresta do Piauí;2203859;33;92109766
Florestal;3126000;9;834913891
Florestópolis;4108007;16;7419824
Floriano;2203909;45;66178535
Floriano Peixoto;4308250;33;58594344
Florianópolis;4205407;16;31033341
Flórida;4108106;80;15499265
Flórida Paulista;3516002;44;88168481
Florínia;3516101;52;7242002
Fonte Boa;1301605;63;61026172
Fontoura Xavier;4308300;33;59500844
Formiga;3126109;67;54521574
Formigueiro;4308409;52;42036475
Formosa;5208004;20;10531204
Formosa da Serra Negra;2104099;96;20443345
Formosa do Oeste;4108205;0;334889444
Formosa do Rio Preto;2911105;16;14550766
Formosa do Sul;4205431;20;81648208
Formoso;3126208;19;21830141
Formoso;5208103;54;78841128
Formoso do Araguaia;1708205;22;1329502
Forquetinha;4308433;74;10428713
Forquilha;2304350;50;76948783
Forquilhinha;4205456;13;6066026
Fortaleza;2304400;10;43954119
Fortaleza de Minas;3126307;34;11517536
Fortaleza do Tabocão;1708254;76;4202134
Fortaleza dos Nogueiras;2104107;26;14171776
Fortaleza dos Valos;4308458;45;6842602
Fortim;2304459;20;98897783
Fortuna;2104206;1;1964338
Fortuna de Minas;3126406;4;37518634
Foz do Iguaçu;4108304;17;80956204
Foz do Jordão;4108452;25;50634329
Fraiburgo;4205506;1;881858199
Franca;3516200;64;26810365
Francinópolis;2204006;2;614892318
Francisco Alves;4108320;18;82694933
Francisco Ayres;2204105;83;20611156
Francisco Badaró;3126505;51;5717376
Francisco Beltrão;4108403;97;80221306
Francisco Dantas;2403905;6;644508938
Francisco Dumont;3126604;98;39297159
Francisco Macedo;2204154;52;43465012
Francisco Morato;3516309;69;78812026
Francisco Sá;3126703;77;1043053
Francisco Santos;2204204;21;2983564
Franciscópolis;3126752;38;97247162
Franco da Rocha;3516408;44;35673954
Frecheirinha;2304509;70;39026525
Frederico Westphalen;4308508;40;6801843
Frei Gaspar;3126802;63;7261413
Frei Inocêncio;3126901;10;1722453
Frei Lagonegro;3126950;12;81675542
Frei Martinho;2506202;58;42703222
Frei Miguelinho;2605806;34;87790268
Frei Paulo;2802304;89;7118915
Frei Rogério;4205555;26;86904451
Fronteira;3127008;79;20970486
Fronteira dos Vales;3127057;0;691819144
Fronteiras;2204303;30;60578729
Fruta de Leite;3127073;86;288137
Frutal;3127107;81;22142819
Frutuoso Gomes;2404002;55;44897049
Fundão;3202207;82;78008557
Funilândia;3127206;42;50213395
Gabriel Monteiro;3516507;90;97552714
Gado Bravo;2506251;48;14795289
Gália;3516606;21;2962562
Galiléia;3127305;76;49777247
Galinhos;2404101;55;3758234
Galvão;4205605;62;88504382
Gameleira;2605905;51;4564713
Gameleira de Goiás;5208152;92;13571155
Gameleiras;3127339;91;6283222
Gandu;2911204;32;20459119
Garanhuns;2606002;87;84417811
Gararu;2802403;70;92493505
Garça;3516705;20;45454123
Garibaldi;4308607;58;74299222
Garopaba;4205704;60;7762649
Garrafão do Norte;1503077;44;15558088
Garruchos;4308656;50;85096162
Garuva;4205803;45;6220061
Gaspar;4205902;41;82559408
Gastão Vidigal;3516804;26;11050112
Gaúcha do Norte;5103858;70;93070149
Gaurama;4308706;98;8154084
Gavião;2911253;57;76444245
Gavião Peixoto;3516853;27;82877861
Geminiano;2204352;9;420662445
General Câmara;4308805;31;9980973
General Carneiro;4108502;37;94012761
General Carneiro;5103908;32;60462843
General Maynard;2802502;1;352007937
General Salgado;3516903;0;539576993
General Sampaio;2304608;77;86835424
Gentil;4308854;6;919769297
Gentio do Ouro;2911303;79;80078204
Getulina;3517000;32;21586709
Getúlio Vargas;4308904;5;147116982
Gilbués;2204402;10;32426813
Girau do Ponciano;2702900;83;52636624
Giruá;4309001;22;3761935
Glaucilândia;3127354;31;56403108
Glicério;3517109;64;58492239
Glória;2911402;84;8803597
Glória D'Oeste;5103957;1;988260483
Glória de Dourados;5004007;60;93249197
Glória do Goitá;2606101;84;1975368
Glorinha;4309050;97;67973342
Godofredo Viana;2104305;62;25012088
Godoy Moreira;4108551;28;1720026
Goiabeira;3127370;52;78320886
Goiana;2606200;82;76883207
Goianá;3127388;95;55262991
Goianápolis;5208400;86;80710531
Goiandira;5208509;81;87467732
Goianésia;5208608;99;69233617
Goianésia do Pará;1503093;63;80517808
Goiânia;5208707;46;32939211
Goianinha;2404200;73;40400687
Goianira;5208806;33;95466506
Goianorte;1708304;52;57483662
Goiás;5208905;88;52976948
Goiatins;1709005;9;691486776
Goiatuba;5209101;75;35219744
Goioerê;4108601;45;19547857
Goioxim;4108650;33;48127321
Gonçalves;3127404;65;86069347
Gonçalves Dias;2104404;29;29918529
Gongogi;2911501;91;92672698
Gonzaga;3127503;80;60207874
Gouveia;3127602;7;134793468
Gouvelândia;5209150;0;393684603
Governador Archer;2104503;5;981495785
Governador Celso Ramos;4206009;99;93352942
Governador Dix-Sept Rosado;2404309;59;976434
Governador Edison Lobão;2104552;48;28942025
Governador Eugênio Barros;2104602;67;53653562
Governador Jorge Teixeira;1101005;8;931534312
Governador Lindenberg;3202256;18;28616723
Governador Luiz Rocha;2104628;68;76398073
Governador Mangabeira;2911600;26;51547359
Governador Newton Bello;2104651;51;15984215
Governador Nunes Freire;2104677;22;62083754
Governador Valadares;3127701;82;11460375
Graça;2304657;69;77519179
Graça Aranha;2104701;13;36616628
Gracho Cardoso;2802601;58;15332405
Grajaú;2104800;27;15117453
Gramado;4309100;57;21053593
Gramado dos Loureiros;4309126;31;21390612
Gramado Xavier;4309159;1;7844132
Grandes Rios;4108700;4;624448489
Granito;2606309;35;58568578
Granja;2304707;26;56981153
Granjeiro;2304806;67;77347362
Grão Mogol;3127800;63;47968571
Grão Pará;4206108;44;65906247
Gravatá;2606408;46;40176556
Gravataí;4309209;61;79026906
Gravatal;4206207;8;461556003
Groaíras;2304905;71;38337446
Grossos;2404408;24;75246855
Grupiara;3127909;22;9803554
Guabiju;4309258;16;30241261
Guabiruba;4206306;21;83560978
Guaçuí;3202306;7;351268617
Guadalupe;2204501;96;48828269
Guaíba;4309308;36;41743942
Guaiçara;3517208;56;2232721
Guaimbê;3517307;3;52578382
Guaíra;3517406;1;473139608
Guaíra;4108809;61;75830078
Guairaçá;4108908;17;6603981
Guaiúba;2304954;11;91496529
Guajará;1301654;59;72089065
Guajará-Mirim;1100106;29;96235661
Guajeru;2911659;76;40228939
Guamaré;2404507;22;60421586
Guamiranga;4108957;68;68817658
Guanambi;2911709;96;49750042
Guanhães;3128006;91;94678252
Guapé;3128105;93;47451593
Guapiaçu;3517505;55;7782304
Guapiara;3517604;26;65233858
Guapimirim;3301850;67;74162568
Guapirama;4109005;27;2625003
Guapó;5209200;20;58424441
Guaporé;4309407;47;37315763
Guaporema;4109104;16;20746412
Guará;3517703;83;45686743
Guarabira;2506301;0;508862182
Guaraçaí;3517802;54;68628065
Guaraci;3517901;92;68657516
Guaraci;4109203;79;38277347
Guaraciaba;3128204;86;3187005
Guaraciaba;4206405;59;918234
Guaraciaba do Norte;2305001;42;81779901
Guaraciama;3128253;18;12185002
Guaraí;1709302;25;33820655
Guaraíta;5209291;47;648708
Guaramiranga;2305100;78;86701357
Guaramirim;4206504;80;77707938
Guaranésia;3128303;93;71115929
Guarani;3128402;66;83591982
Guarani d'Oeste;3518008;57;34428571
Guarani das Missões;4309506;0;26668309
Guarani de Goiás;5209408;73;40498665
Guaraniaçu;4109302;66;67965333
Guarantã;3518107;60;18354613
Guarantã do Norte;5104104;71;89603112
Guarapari;3202405;77;4598098
Guarapuava;4109401;25;40236977
Guaraqueçaba;4109500;0;532012478
Guarará;3128501;30;54955733
Guararapes;3518206;99;3094673
Guararema;3518305;41;51681972
Guaratinga;2911808;94;4733413
Guaratinguetá;3518404;92;2296782
Guaratuba;4109609;15;58584029
Guarda-Mor;3128600;63;77273339
Guareí;3518503;43;62027193
Guariba;3518602;43;72201694
Guaribas;2204550;3;984043029
Guarinos;5209457;21;94848794
Guarujá;3518701;9;279657758
Guarujá do Sul;4206603;76;883471
Guarulhos;3518800;33;81192781
Guatambú;4206652;4;876908749
Guatapará;3518859;99;98400076
Guaxupé;3128709;80;48723272
Guia Lopes da Laguna;5004106;96;79028167
Guidoval;3128808;33;29006507
Guimarães;2104909;51;52276986
Guimarânia;3128907;33;35119639
Guiratinga;5104203;99;32065929
Guiricema;3129004;77;796591
Gurinhatã;3129103;96;24660312
Gurinhém;2506400;63;10404278
Gurjão;2506509;38;12535515
Gurupá;1503101;37;34784317
Gurupi;1709500;9;619868931
Guzolândia;3518909;31;55454227
Harmonia;4309555;81;98807432
Heitoraí;5209606;63;79807864
Heliodora;3129202;14;31960478
Heliópolis;2911857;53;26532429
Herculândia;3519006;98;22869295
Herval;4307104;80;86025854
Herval d'Oeste;4206702;84;51614135
Herveiras;4309571;41;81195604
Hidrolândia;2305209;82;73427766
Hidrolândia;5209705;26;39196476
Hidrolina;5209804;19;81939596
Holambra;3519055;78;8188116
Honório Serpa;4109658;55;78989685
Horizonte;2305233;12;45860703
Horizontina;4309605;5;50597837
Hortolândia;3519071;61;59849484
Hugo Napoleão;2204600;13;6064543
Hulha Negra;4309654;18;10218266
Humaitá;1301704;46;14861169
Humaitá;4309704;61;7058119
Humberto de Campos;2105005;57;34837135
Iacanga;3519105;38;15688323
Iaciara;5209903;65;75699593
Iacri;3519204;48;53888611
Iaçu;2911907;62;85025495
Iapu;3129301;53;78800285
Iaras;3519253;81;19398231
Iati;2606507;25;62418002
Ibaiti;4109708;51;56997595
Ibarama;4309753;9;138984006
Ibaretama;2305266;0;590700475
Ibaté;3519303;39;82912244
Ibateguara;2703007;94;616022
Ibatiba;3202454;60;68324805
Ibema;4109757;52;36752102
Ibertioga;3129400;1;869271417
Ibiá;3129509;76;6394666
Ibiaçá;4309803;46;434478
Ibiaí;3129608;72;6272316
Ibiam;4206751;82;41765518
Ibiapina;2305308;84;1048832
Ibiara;2506608;71;67689821
Ibiassucê;2912004;77;84082449
Ibicaraí;2912103;92;47500395
Ibicaré;4206801;29;2984515
Ibicoara;2912202;38;93249148
Ibicuí;2912301;98;10857266
Ibicuitinga;2305332;98;7329666
Ibimirim;2606606;52;28952031
Ibipeba;2912400;79;22116245
Ibipitanga;2912509;3;132952141
Ibiporã;4109807;89;65820143
Ibiquera;2912608;73;52269619
Ibirá;3519402;72;7216682
Ibiracatu;3129657;39;89436681
Ibiraci;3129707;18;48806052
Ibiraçu;3202504;33;24102835
Ibiraiaras;4309902;81;330766
Ibirajuba;2606705;89;69762389
Ibirama;4206900;81;50403348
Ibirapitanga;2912707;91;60194812
Ibirapuã;2912806;30;5643814
Ibirapuitã;4309951;32;85070793
Ibirarema;3519501;65;15438855
Ibirataia;2912905;48;45490977
Ibirité;3129806;36;1043724
Ibirubá;4310009;45;8892649
Ibitiara;2913002;36;45322015
Ibitinga;3519600;2;701217778
Ibitirama;3202553;3;596060239
Ibititá;2913101;14;80792914
Ibitiúra de Minas;3129905;53;19410923
Ibituruna;3130002;39;61868987
Ibiúna;3519709;11;96100085
Ibotirama;2913200;20;9431342
Icapuí;2305357;44;75928048
Içara;4207007;11;1047881
Icaraí de Minas;3130051;81;54544629
Icaraíma;4109906;15;92658068
Icatu;2105104;95;5515978
Icém;3519808;55;65173271
Ichu;2913309;70;26382227
Icó;2305407;89;95080648
Iconha;3202603;49;1643862
Ielmo Marinho;2404606;37;36697161
Iepê;3519907;10;109604
Igaci;2703106;25;70349316
Igaporã;2913408;65;15219142
Igaraçu do Tietê;3520004;48;5828527
Igaracy;2502607;93;20398141
Igarapava;3520103;42;10716197
Igarapé;3130101;23;228739
Igarapé do Meio;2105153;35;72692438
Igarapé Grande;2105203;48;54882632
Igarapé-Açu;1503200;22;82386625
Igarapé-Miri;1503309;26;84199218
Igarassu;2606804;75;83908708
Igaratá;3520202;60;98041041
Igaratinga;3130200;13;50143292
Igrapiúna;2913457;55;62579369
Igreja Nova;2703205;21;68701937
Igrejinha;4310108;33;59818178
Iguaba Grande;3301876;28;62031708
Iguaí;2913507;99;55679959
Iguape;3520301;8;972252944
Iguaraci;2606903;50;85418445
Iguaraçu;4110003;8;2911059
Iguatama;3130309;26;51017709
Iguatemi;5004304;59;6620666
Iguatu;2305506;75;67443695
Iguatu;4110052;64;532959
Ijaci;3130408;4;962327709
Ijuí;4310207;13;81956688
Ilha Comprida;3520426;20;23777055
Ilha das Flores;2802700;49;63086917
Ilha de Itamaracá;2607604;85;30098653
Ilha Grande;2204659;76;63844801
Ilha Solteira;3520442;11;81518383
Ilhabela;3520400;38;64387069
Ilhéus;2913606;60;52743042
Ilhota;4207106;48;37174515
Ilicínea;3130507;55;57781563
Ilópolis;4310306;77;64015112
Imaculada;2506707;70;15032658
Imaruí;4207205;54;73957395
Imbaú;4110078;23;94423568
Imbé;4310330;57;65547597
Imbé de Minas;3130556;38;28487591
Imbituba;4207304;73;82564224
Imbituva;4110102;66;66094795
Imbuia;4207403;25;78610805
Imigrante;4310363;57;34585636
Imperatriz;2105302;65;53202731
Inácio Martins;4110201;66;73454686
